sequence_id	label
phage_micro_NC_027636.1_f1000_0	1
phage_dsdna_NC_054783.1_f500_1	1
phage_dsdna_NC_028696.2_f1000_1	1
phage_dsdna_NC_047944.1_f500_1	1
phage_dsdna_NC_031091.1_f1000_0	1
phage_dsdna_NC_002185.1_f2000_1	1
phage_micro_NC_007818.1_f5000_0	1
phage_dsdna_NC_048641.1_f5000_0	1
phage_dsdna_NC_047724.1_f500_2	1
phage_dsdna_NC_054785.1_f500_2	1
phage_dsdna_NC_047722.1_f500_0	1
phage_micro_NC_040375.1_f500_0	1
phage_dsdna_NC_048006.1_f3000_0	1
phage_dsdna_NC_049855.1_f5000_0	1
phage_dsdna_NC_047983.1_f3000_0	1
phage_dsdna_NC_023597.1_f500_1	1
phage_dsdna_NC_051611.1_f500_2	1
phage_dsdna_NC_011292.1_f3000_0	1
phage_dsdna_NC_048018.1_f5000_0	1
phage_dsdna_NC_105618.1_f5000_0	1
phage_dsdna_NC_070830.1_f1000_1	1
phage_dsdna_NC_023565.1_f500_1	1
phage_micro_NC_007856.1_f2000_1	1
phage_dsdna_NC_023703.1_f500_0	1
phage_ino_NC_073750.1_f5000_0	1
phage_dsdna_NC_019919.2_f2000_0	1
phage_micro_NC_007822.1_f500_1	1
phage_dsdna_NC_073590.1_f1000_0	1
phage_ino_NC_073760.1_f500_0	1
phage_dsdna_NC_048871.1_f500_2	1
phage_dsdna_NC_070873.1_f2000_0	1
phage_dsdna_NC_014458.1_f5000_0	1
phage_dsdna_NC_021297.1_f1000_1	1
phage_dsdna_NC_041896.1_f1000_0	1
phage_dsdna_NC_055776.1_f1000_1	1
phage_dsdna_NC_070896.1_f1000_1	1
phage_dsdna_NC_054663.1_f5000_0	1
phage_dsdna_NC_004683.1_f3000_0	1
phage_dsdna_NC_007603.1_f2000_1	1
phage_dsdna_NC_018838.1_f500_2	1
phage_ino_NC_026612.1_f2000_1	1
phage_dsdna_NC_048871.1_f1000_0	1
phage_dsdna_NC_055905.1_f3000_0	1
archvir_NC_010153.1_f3000_0	1
phage_dsdna_NC_021785.1_f5000_0	1
phage_dsdna_NC_111353.1_f1000_0	1
phage_dsdna_NC_073076.1_f500_1	1
phage_dsdna_NC_030949.1_f2000_0	1
phage_ino_NC_015586.1_f2000_1	1
phage_dsdna_NC_049827.1_f500_2	1
phage_dsdna_NC_048701.1_f500_1	1
phage_dsdna_NC_054432.1_f1000_0	1
phage_micro_NC_007823.1_f1000_1	1
phage_dsdna_NC_048837.1_f1000_1	1
phage_dsdna_NC_011056.1_f500_2	1
archvir_NC_028256.1_f5000_0	1
phage_ino_NC_109830.1_f3000_0	1
archvir_NC_010152.1_f2000_1	1
phage_dsdna_NC_054720.1_f2000_0	1
phage_dsdna_NC_028954.1_f500_2	1
phage_dsdna_NC_024785.1_f500_2	1
phage_dsdna_NC_031102.1_f500_1	1
phage_dsdna_NC_062779.1_f2000_0	1
phage_dsdna_NC_022323.1_f3000_0	1
phage_dsdna_NC_023499.1_f1000_0	1
phage_dsdna_NC_079179.1_f500_1	1
phage_dsdna_NC_041860.1_f1000_1	1
phage_dsdna_NC_105135.1_f1000_1	1
phage_dsdna_NC_053210.1_f5000_0	1
phage_dsdna_NC_070693.1_f5000_0	1
phage_dsdna_NC_019447.1_f2000_1	1
phage_dsdna_NC_028869.1_f500_2	1
phage_dsdna_NC_021539.2_f2000_0	1
phage_dsdna_NC_071153.1_f500_0	1
phage_ino_NC_004306.1_f1000_1	1
phage_dsdna_NC_031933.1_f500_1	1
phage_dsdna_NC_047734.1_f5000_0	1
phage_dsdna_NC_014467.1_f2000_1	1
phage_dsdna_NC_021297.1_f1000_0	1
phage_dsdna_NC_041896.1_f2000_0	1
phage_dsdna_NC_048099.1_f500_1	1
phage_dsdna_NC_051651.1_f2000_0	1
phage_dsdna_NC_019406.1_f3000_0	1
phage_dsdna_NC_054452.1_f500_0	1
phage_ino_NC_005949.1_f500_2	1
phage_dsdna_NC_055006.1_f1000_1	1
phage_dsdna_NC_053243.1_f5000_0	1
phage_dsdna_NC_049840.1_f1000_1	1
phage_dsdna_NC_005069.1_f1000_0	1
phage_dsdna_NC_105138.1_f500_0	1
phage_dsdna_NC_047983.1_f1000_0	1
phage_dsdna_NC_048833.1_f2000_1	1
phage_dsdna_NC_047834.1_f5000_0	1
phage_dsdna_NC_026599.1_f5000_0	1
phage_micro_NC_027645.1_f3000_0	1
phage_dsdna_NC_048198.1_f2000_1	1
phage_dsdna_NC_071015.1_f2000_0	1
phage_dsdna_NC_073048.1_f2000_0	1
phage_dsdna_NC_111529.1_f500_1	1
phage_dsdna_NC_070876.1_f2000_0	1
phage_micro_NC_030472.1_f1000_1	1
phage_dsdna_NC_049977.1_f1000_1	1
phage_dsdna_NC_055719.1_f500_0	1
phage_ino_NC_075027.1_f1000_0	1
phage_dsdna_NC_013152.1_f500_1	1
phage_dsdna_NC_047989.1_f2000_1	1
phage_micro_NC_002643.1_f3000_0	1
phage_dsdna_NC_042321.1_f5000_0	1
phage_dsdna_NC_073184.1_f500_1	1
phage_dsdna_NC_025426.1_f2000_1	1
phage_dsdna_NC_020081.2_f5000_0	1
phage_dsdna_NC_048710.1_f2000_0	1
phage_dsdna_NC_047719.1_f2000_1	1
phage_dsdna_NC_029097.1_f2000_1	1
phage_dsdna_NC_041848.1_f1000_1	1
phage_dsdna_NC_073682.1_f5000_0	1
phage_dsdna_NC_029097.1_f1000_0	1
phage_dsdna_NC_051653.1_f1000_1	1
phage_micro_NC_027635.1_f500_1	1
phage_dsdna_NC_020845.1_f500_2	1
phage_dsdna_NC_070702.1_f5000_0	1
phage_dsdna_NC_028661.1_f500_0	1
phage_dsdna_NC_023731.1_f3000_0	1
phage_micro_NC_030472.1_f500_2	1
phage_dsdna_NC_018838.1_f2000_1	1
phage_dsdna_NC_055742.1_f1000_1	1
phage_dsdna_NC_047802.1_f500_2	1
phage_dsdna_NC_054799.1_f500_0	1
phage_dsdna_NC_042050.1_f500_0	1
phage_dsdna_NC_042315.1_f2000_0	1
phage_dsdna_NC_048198.1_f500_1	1
phage_dsdna_NC_052981.1_f3000_0	1
phage_dsdna_NC_054716.1_f5000_0	1
phage_dsdna_NC_049355.1_f2000_1	1
phage_dsdna_NC_104266.1_f1000_0	1
phage_dsdna_NC_013155.1_f1000_0	1
phage_dsdna_NC_031091.1_f500_1	1
phage_dsdna_NC_073469.1_f3000_0	1
phage_dsdna_NC_028870.1_f500_2	1
phage_dsdna_NC_041941.1_f1000_0	1
phage_dsdna_NC_070820.1_f500_2	1
phage_dsdna_NC_070839.1_f1000_0	1
phage_dsdna_NC_070770.1_f1000_0	1
phage_dsdna_NC_023560.1_f500_1	1
phage_micro_NC_022790.1_f1000_1	1
phage_micro_NC_007822.1_f1000_1	1
phage_dsdna_NC_024375.1_f1000_1	1
phage_dsdna_NC_028895.1_f500_0	1
